,City,Lat,Lon,Zipcode
876,Chicago,41.894728,-87.634423,60654
877,Chicago,41.89993,-87.63443,60610
878,Chicago,41.932456,-87.652698,60657
879,Chicago,41.907647,-87.67259,60622
880,Chicago,41.88268,-87.632473,60602
881,Chicago,41.911338,-87.638682,60610
882,Chicago,41.865234,-87.666507,60608
883,Chicago,41.854863,-87.66366,60608
884,Chicago,41.956061,-87.668869,60613
885,Chicago,41.907066,-87.667252,60622
886,Chicago,41.903455,-87.66788,60622
887,Chicago,41.891082,-87.666687,60642
888,Chicago,41.88541,-87.66732,60612
889,Chicago,41.936083,-87.669807,60657
890,Chicago,41.928829,-87.668553,60614
891,Chicago,41.918495,-87.652239,60614
892,Chicago,41.802619,-87.590371,60615
893,Chicago,41.857462,-87.661616,60608
894,Chicago,41.973767,-87.659668,60640
895,Chicago,41.9376,-87.644044,60657
896,Chicago,41.978353,-87.659753,60640
897,Chicago,41.945514,-87.646477,60657
898,Chicago,41.931241,-87.644363,60657
899,Chicago,41.952833,-87.649993,60613
900,Chicago,41.965311,-87.65874,60640
901,Chicago,41.903042,-87.697522,60647
902,Chicago,41.922647,-87.697093,60647
903,Chicago,41.910461,-87.696903,60647
904,Chicago,41.83483,-87.617903,60616
905,Chicago,41.910535,-87.689556,60647
906,Chicago,41.874245,-87.639577,60607
907,Chicago,41.882091,-87.639833,60661
908,Chicago,41.890435,-87.622081,60611
909,Chicago,41.907781,-87.685854,60622
910,Chicago,41.957913,-87.649733,60613
911,Chicago,41.961004,-87.649603,60613
912,Chicago,41.967968,-87.650001,60640
913,Chicago,41.89674,-87.630749,60610
914,Chicago,41.90293,-87.631323,60610
915,Chicago,41.967119,-87.667479,60640
916,Chicago,41.915762,-87.634605,60610
917,Chicago,41.961554,-87.666266,60613
918,Chicago,41.911967,-87.631948,60610
919,Chicago,41.907993,-87.631501,60610
920,Chicago,41.936497,-87.647539,60657
921,Chicago,41.973331,-87.667804,60640
922,Chicago,41.918216,-87.656936,60614
923,Chicago,41.85795,-87.640826,60607
924,Chicago,41.904621,-87.640575,60610
925,Chicago,41.874998,-87.673263,60612
926,Chicago,41.816498,-87.606601,60653
927,Chicago,41.822985,-87.6071,60653
928,Chicago,41.920089,-87.677965,60647
929,Chicago,41.895656,-87.677106,60622
930,Chicago,41.916027,-87.67732,60622
931,Chicago,41.8492,-87.67564,60608
932,Chicago,41.854984,-87.67562,60608
933,Chicago,41.903236,-87.678452,60622
934,Chicago,41.891272,-87.676844,60622
935,Chicago,41.967129,-87.679041,60625
936,Chicago,41.881391,-87.674894,60612
937,Chicago,41.940538,-87.678635,60618
938,Chicago,41.963191,-87.679247,60625
939,Chicago,41.935879,-87.678476,60618
940,Chicago,41.898944,-87.629911,60610
941,Chicago,41.932601,-87.636403,60657
942,Chicago,41.843581,-87.645453,60616
943,Chicago,41.838198,-87.645143,60616
944,Chicago,41.838482,-87.608144,60616
945,Chicago,41.885924,-87.635525,60606
946,Chicago,41.884078,-87.648684,60607
947,Chicago,41.932595,-87.665939,60657
948,Chicago,41.925412,-87.665848,60614
949,Chicago,41.809835,-87.599383,60653
950,Chicago,41.857507,-87.64605,60607
951,Chicago,41.853801,-87.646606,60608
952,Chicago,41.830674,-87.647077,60609
953,Chicago,41.827057,-87.64572,60609
954,Chicago,41.847201,-87.646819,60608
955,Chicago,41.909554,-87.648117,60642
956,Chicago,41.919936,-87.64883,60614
957,Chicago,41.933056,-87.647757,60657
958,Chicago,41.881852,-87.648918,60607
959,Chicago,41.864819,-87.647128,60607
960,Chicago,41.871802,-87.646637,60607
961,Chicago,41.943662,-87.648917,60657
962,Chicago,41.913866,-87.648845,60614
963,Chicago,41.871514,-87.669886,60612
964,Chicago,41.845712,-87.622495,60616
965,Chicago,41.838812,-87.621852,60616
966,Chicago,41.821661,-87.621409,60653
967,Chicago,41.867827,-87.62305,60605
968,Chicago,41.929567,-87.707857,60647
969,Chicago,41.799568,-87.594747,60615
970,Chicago,41.809851,-87.616279,60653
971,Chicago,41.890749,-87.63206,60654
